data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7297093,566,NIG18802,18802,"28 October 2020",2020,2,Riots,"Mob violence","Rioters (Nigeria)","Vigilante Group (Nigeria)",5,"Civilians (Nigeria)",,7,57,"Western Africa",Nigeria,"Federal Capital Territory","Abuja Municipal",,Abuja,9.0833,7.5333,1,"Nigeria Herald",National,"Around 28 October 2020 (week of), an angry mob beat up and injured the son of a former Minister from Benue State in Abuja (Abuja Municipal LGA, FCT) over an attempted robbery operation. Property damage also reported. No reported fatalities. [size=no report]",0,1604956852,NGA
7785325,566,NIG18785,18785,"28 October 2020",2020,1,"Violence against civilians",Attack,"Islamic State (West Africa) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad",,2,"Civilians (Nigeria)","Refugees/IDPs (Nigeria)",7,27,"Western Africa",Nigeria,Borno,Monguno,,Monguno,12.6786,13.6079,2,"Vanguard (Nigeria)",National,"On 28 October 2020, Boko Haram militants attacked residents and IDPs in Monguno LGA (Borno). No reported fatalities. Unknown reason for attack.",0,1617065411,NGA
8586198,566,NIG18786,18786,"28 October 2020",2020,1,"Violence against civilians","Abduction/forced disappearance","Fulani Ethnic Militia (Nigeria)","Pastoralists (Nigeria)",4,"Civilians (Nigeria)","Teachers (Nigeria)",7,47,"Western Africa",Nigeria,Anambra,Dunukofia,,Ukpo-Akpu,6.2129,6.9642,2,"Nigeria Punch; Daily Independent (Nigeria)",National,"On 28 October 2020, suspected Fulani herdsmen abducted a female professor of the Chukwuemeka Odumegwu Ojukwu University and an unidentified young man on the Enugwu-Agidi-Nawgu Road (coded to Ukpo-Akpu, Dunukofia LGA, Anambra). Reason for abduction unknown.",0,1633983690,NGA
7270796,566,NIG18779,18779,"27 October 2020",2020,2,Protests,"Peaceful protest","Protesters (Nigeria)","IMN: Islamic Movement In Nigeria; Muslim Group (Nigeria)",6,,,0,60,"Western Africa",Nigeria,"Federal Capital Territory","Abuja Municipal",,Abuja,9.0833,7.5333,1,"Daily Independent (Nigeria)",National,"Around 27 October 2020 (as reported), members of the Islamic Movement In Nigeria staged protest marches in Abuja (Abuja Municipal LGA, FCT) over the continued detention of their leader and his wife and in remembrance of the Zaire massacre. [size=no report]",0,1604351343,NGA
7270797,566,NIG18781,18781,"27 October 2020",2020,1,Battles,"Armed clash","Katsina Communal Militia (Nigeria)",,4,"Police Forces of Nigeria (2015-)",,1,14,"Western Africa",Nigeria,Katsina,Safana,,Tsaskiya,12.5042,7.3447,1,"Daily Independent (Nigeria)",National,"On 27 October 2020, Katsina communal militia attacked residents in Tsaskiya (Safana LGA, Katsina) but were repelled by Nigerian police forces. Five militiamen and one resident were killed. Militiamen also abducted three women.",6,1604351343,NGA
7271004,566,NIG18782,18782,"27 October 2020",2020,1,Protests,"Peaceful protest","Protesters (Nigeria)",#EndSARS,6,,,0,60,"Western Africa",Nigeria,Abia,"Umuahia North",,Umuahia,5.5263,7.4896,1,"New Telegraph",National,"On 27 October 2020, #EndSARS supporters staged protest marches at Abia Express Tower, Okpara Square, the Government House and Aba Road in Umuahia (Umuahia North LGA, Abia) against police brutality. [size=no report]",0,1604351344,NGA
7780915,566,NIG18780,18780,"27 October 2020",2020,1,Battles,"Armed clash","Islamic State (West Africa) - Lake Chad Faction",,2,"Military Forces of Nigeria (2015-)",,1,12,"Western Africa",Nigeria,Borno,Damboa,,Damboa,11.156,12.7576,2,"HumAngle; Undisclosed Source","Local partner-Other","On 27 October 2020, ISWAP militants attacked a Nigerian military base in Damboa LGA (Borno). No reported casualties.",0,1617065401,NGA
7270621,566,NIG18773,18773,"26 October 2020",2020,2,Riots,"Mob violence","Rioters (Nigeria)",,5,"Unidentified Armed Group (Nigeria)",,3,35,"Western Africa",Nigeria,Kogi,Lokoja,,Lokoja,7.8024,6.743,1,"CKN Nigeria; Premium Times (Nigeria); Daily Post (Nigeria)",National,"Around 26 October 2020 (as reported), over 500 rioters gathered at Zone 8 Junction in Lokoja (Lokoja LGA, Kogi) with the intention to break into one of the warehouses owned by the state. Unidentified armed men associated with an unreported political party attacked and shot at rioters, killing one. [size=over 500]",1,1604351342,NGA
7270622,566,NIG18774,18774,"26 October 2020",2020,1,"Violence against civilians",Attack,"Police Forces of Nigeria (2015-)",,1,"Civilians (Nigeria)","Journalists (Nigeria)",7,17,"Western Africa",Nigeria,Kogi,Lokoja,,Lokoja,7.8024,6.743,1,"CKN Nigeria; Premium Times (Nigeria)",National,"On 26 October 2020, security operatives reportedly attacked and shot a journalist in Lokoja (Lokoja LGA, Kogi) over the coverage of the #EndSARS protests in Lokoja. Police sources report that the journalist was shot by looters and not by police forces. No reported fatalities.",0,1604351342,NGA
7270744,566,NIG18769,18769,"26 October 2020",2020,1,Battles,"Armed clash","IPOB: Indigenous Peoples of Biafra",,2,"Police Forces of Nigeria (2015-)",,1,12,"Western Africa",Nigeria,Ebonyi,Abakaliki,,Abakaliki,6.3163,8.1169,1,Blueprint,National,"On 26 October 2020, IPOB members clashed with Nigerian Police Forces and set ablaze the police station in Abakaliki (Ebonyi LGA, Ebonyi) in retaliation for the killing of some of their members by the police. Two policemen were killed and property within the vicinity vandalized and burned.",2,1618496106,NGA
7270887,566,NIG18777,18777,"26 October 2020",2020,1,"Violence against civilians",Attack,"Police Forces of Nigeria (2015-)",,1,"Civilians (Nigeria)","Journalists (Nigeria)",7,17,"Western Africa",Nigeria,Rivers,"Port Harcourt",,"Port Harcourt",4.7774,7.0134,1,"Guardian (Nigeria)",National,"On 26 October 2020, Nigerian police forces assaulted and tortured journalists in Port-Harcourt (Port-Harcourt LGA, Rivers) alleging that the media were carrying fake news against the police. No reported fatalities.",0,1618496123,NGA
7271125,566,NIG18776,18776,"26 October 2020",2020,1,Protests,"Peaceful protest","Protesters (Nigeria)",,6,,,0,60,"Western Africa",Nigeria,Anambra,"Onisha North",,Onitsha,6.1454,6.7885,1,"Sun (Nigeria)",National,"On 26 October 2020, over 2000 youths staged protest marches along major roads and streets in Ontisha (Onitsha North LGA, Anambra) against violence, the destruction of property by suspected hoodlums that hijacked the peaceful #EndSARS protest. [size=over 2000]",0,1618496121,NGA
7296774,566,NIG18770,18770,"26 October 2020",2020,1,Battles,"Armed clash","Unidentified Armed Group (Nigeria)",,3,"Police Forces of Nigeria (2015-)","Jigawa Communal Militia (Nigeria)",1,13,"Western Africa",Nigeria,Jigawa,Dutse,,Dutse,11.7594,9.3392,2,"Premium Times (Nigeria); Blueprint",National,"On 26 October 2020, Nigerian police forces with local militiamen clashed with unidentified gunmen in Galamawa (Dutse LGA, Jigawa) after receiving a distress call on kidnapping activities. One kidnapped victim was rescued and the other, the wife of a deputy vigilante deputy commander, was abducted. No reported fatalities. Kidnapped victim was later released after paying a ransom.",0,1604956851,NGA
7296991,566,NIG18808,18808,"26 October 2020",2020,1,"Violence against civilians",Attack,"Fulani Ethnic Militia (Nigeria)","Pastoralists (Nigeria)",4,"Civilians (Nigeria)",,7,47,"Western Africa",Nigeria,Kaduna,"Zangon Kataf",,"Zangon Katab",9.8333,8.4,2,"Guardian (Nigeria)",National,"On 26 October 2020, Fulani militia attacked two residents of Kwakwa village near the outskirt of the village (Zango-Kataf LGA, Kaduna), killing one and injuring the other. Unknown reason for attack.",1,1618496123,NGA
7395305,566,NIG18771,18771,"26 October 2020",2020,1,Riots,"Mob violence","Rioters (Nigeria)",,5,"Military Forces of Nigeria (2015-)","Civilians (Nigeria); Ikire Communal Group (Nigeria)",1,15,"Western Africa",Nigeria,Osun,Isokan,,Ikire,7.35,4.1833,1,"Blueprint; Nigeria Punch",National,"On 26 October 2020, youths attacked the Palace of the Akire of Ikire in Ikire (Irewole LGA, Osun) and also attacked the Nigerian army deployed to the vicinity with pebbles over the illegal installation of the monarch. At least 6 reported fatalities. [size=no report]",6,1618496124,NGA
7782481,566,NIG18772,18772,"26 October 2020",2020,2,"Violence against civilians",Attack,"Islamic State (West Africa) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad",,2,"Civilians (Nigeria)","Farmers (Nigeria)",7,27,"Western Africa",Nigeria,Borno,Konduga,,Konduga,11.6558,13.4213,2,"Daily Trust (Nigeria)",National,"Around 26 October 2020 (as reported), Boko Haram militants attacked and killed eight farmers on their farmlands in Konduga LGA (Borno). Unknown reason for attack.",8,1617065405,NGA
7784107,566,NIG18775,18775,"26 October 2020",2020,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Islamic State (West Africa) - Lake Chad Faction",,2,"Military Forces of Nigeria (2015-)",,1,12,"Western Africa",Nigeria,Borno,Abadan,,"Malam Fatori",13.6746,13.3395,1,Telegram,"New media","On 26 October 2020, ISWAP claimed an IED attack against a Nigerian army vehicle in Malam Fatori (Abadam LGA, Borno), killing ten soldiers.",10,1618496117,NGA
8969426,566,NIG18778,18778,"26 October 2020",2020,1,Protests,"Peaceful protest","Protesters (Nigeria)","Labour Group (Nigeria)",6,,,0,60,"Western Africa",Nigeria,Delta,"Warri South-West",,Warri,5.5167,5.75,1,"Sun (Nigeria)",National,"On 26 October 2020, over 150 commercial mini bus drivers staged protest marches along major streets in Warri (Warri South LGA, Delta) over the alleged levy imposed by council officials for operating within the Local government area. [size=over 150]",0,1648594109,NGA
7270620,566,NIG18765,18765,"25 October 2020",2020,2,"Violence against civilians","Abduction/forced disappearance","Zamfara Communal Militia (Nigeria)",,4,"Civilians (Nigeria)","Muslim Group (Nigeria); Maru Communal Group (Nigeria)",7,47,"Western Africa",Nigeria,Zamfara,Maru,,Maru,12.3342,6.4057,2,"Daily Post (Nigeria); HumAngle",National,"Around 25 October 2020 (as reported), Zamfara communal militia attacked residents of Lingayado community (Maru LGA, Zamfara), abducting at least 50 residents including the village head and the chief Imam. No reported fatalities.",0,1604351342,NGA
7270802,566,NIG18766,18766,"25 October 2020",2020,1,Protests,"Peaceful protest","Protesters (Nigeria)",,6,,,0,60,"Western Africa",Nigeria,Niger,Minna,,Minna,9.6139,6.5569,1,"Daily Independent (Nigeria)",National,"On 25 October 2020, members of the state chapter of Persons Living with Disabilities staged protests in Minna (Chanchaga LGA, Niger) against the alleged short changing of their members in the ongoing federal government's Special Public Workers Scheme (SPWS). [size=no report]",0,1618496148,NGA
7270811,566,NIG18757,18757,"25 October 2020",2020,1,Riots,"Violent demonstration","Rioters (Nigeria)",,5,"Police Forces of Nigeria (2015-)","Rioters (Nigeria)",1,15,"Western Africa",Nigeria,Oyo,Akinyele,,"Agoro Ibadan",7.6333,4.0333,1,"Daily Post (Nigeria)",National,"On 25 October 2020, youths demonstrated at Mokola police station in Ibadan (Akinyele LGA, Oyo) over the death of another youth caused by police officers. Demonstrators clashed with police forces and vandalized the police station but were repelled by local residents. One reported injury and seven suspects were arrested. [size=no report]",0,1604351343,NGA
7270902,566,NIG18760,18760,"25 October 2020",2020,1,"Violence against civilians",Attack,"Katsina Communal Militia (Nigeria)",,4,"Civilians (Nigeria)",,7,47,"Western Africa",Nigeria,Katsina,Faskari,,Faskari,11.7196,7.0272,2,"Inside Arewa (Nigeria)",National,"On 25 October 2020, suspected Katsina communal militia attacked residents of Bilbis village (Faskari LGA, Katsina), killing one and abducting two residents. Unknown reason for attack.",1,1604351344,NGA
7764229,566,NIG18767,18767,"25 October 2020",2020,1,"Violence against civilians",Attack,"Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)",,7,37,"Western Africa",Nigeria,Nassarawa,Nasarawa,,Nasarawa,8.5458,7.7119,2,"Daily Leadership (Nigeria)",National,"On 25 October 2020, unidentified armed men attacked residents of Odu village (Nasarawa LGA, Nasarawa), killing one and abducting many others. Unknown reason for attack",1,1618496127,NGA
7780913,566,NIG18758,18758,"25 October 2020",2020,2,Battles,"Armed clash","Islamic State (West Africa) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad",,2,"Military Forces of Nigeria (2015-)","Police Forces of Nigeria (2015-)",1,12,"Western Africa",Nigeria,Yobe,Tarmua,,"Babban Gida",12.1076,11.7539,1,"Blueprint; Daily Post (Nigeria)",National,"Around 25 October 2020 (as reported), Boko Haram militants attacked and looted Babban Gida (Tarmua LGA, Yobe) but were repelled by Nigerian military and police forces. One policeman and six Boko Haram fighters were killed. Reported property damage including the destruction of a vigilante vehicle, part of the council secretariat, the divisional police station and a military base.",7,1617065401,NGA
7780914,566,NIG18759,18759,"25 October 2020",2020,1,Battles,"Armed clash","Islamic State (West Africa) - Lake Chad Faction",,2,"Military Forces of Nigeria (2015-)",,1,12,"Western Africa",Nigeria,Borno,Damboa,,Damboa,11.156,12.7576,2,"Telegram; Daily Post (Nigeria); Nigeria Punch; Undisclosed Source; Daily Trust (Nigeria); The Cable (Nigeria); HumAngle","Local partner-Other","On 25 October 2020, ISWAP militants attacked a Nigerian military base in Damboa LGA (Borno), allegedly killing ten soldiers. Military sources report that five soldiers were killed while 22 militants were killed with military forces also recovering ISWAP weapons. Other sources report that at least twenty persons were killed, including a pregnant woman. Conflicting reports suggest that between 10 and 43 people were killed in total.",10,1617065401,NGA
7782161,566,NIG18761,18761,"25 October 2020",2020,2,Battles,"Armed clash","Islamic State (West Africa) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad",,2,"Military Forces of Nigeria (2015-)",,1,12,"Western Africa",Nigeria,Borno,Magumeri,,Gajigana,12.1943,13.1017,2,"Daily Independent (Nigeria)",National,"Around 25 October 2020 (as reported), Boko Haram militants attacked a Nigerian Army locations at Dambua village in Gajigana (Magumeri LGA, Borno) and Gajiram (Nganzai LGA, Borno). 13 fatalities were reported and split across two events.",6,1617065404,NGA
7782186,566,NIG18762,18762,"25 October 2020",2020,2,Battles,"Armed clash","Islamic State (West Africa) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad",,2,"Military Forces of Nigeria (2015-)",,1,12,"Western Africa",Nigeria,Borno,Nganzai,,Gajiram,12.493,13.2091,2,"Daily Independent (Nigeria)",National,"Around 25 October 2020 (as reported), Boko Haram militants attacked a Nigerian Army locations at Dambua village in Gajigana (Magumeri LGA, Borno) and Gajiram (Nganzai LGA, Borno). 13 fatalities were reported and split across two events.",7,1617065404,NGA
7782500,566,NIG18763,18763,"25 October 2020",2020,1,"Violence against civilians","Abduction/forced disappearance","Islamic State (West Africa) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad",,2,"Civilians (Nigeria)","Farmers (Nigeria)",7,27,"Western Africa",Nigeria,Borno,Konduga,,Konduga,11.6558,13.4213,2,"Daily Trust (Nigeria)",National,"On 25 October 2020, Boko Haram militants abducted six farmers on their farms in Konduga LGA, Borno. Reason for abduction unknown.",0,1617065405,NGA
7784142,566,NIG18764,18764,"25 October 2020",2020,1,Battles,"Armed clash","Islamic State (West Africa) - Lake Chad Faction",,2,"Military Forces of Nigeria (2015-)",,1,12,"Western Africa",Nigeria,Borno,Marte,,Marte,12.3611,13.8246,2,Telegram,"New media","On 25 October 2020, ISWAP militants clashed with members of the Nigerian army near Marte (Marte LGA, Borno), allegedly killing and injuring a number of soldiers. Unknown fatalities coded as 10.",10,1617065408,NGA
8843616,566,NIG18768,18768,"25 October 2020",2020,1,Battles,"Armed clash","Islamic State (West Africa) - Lake Chad Faction",,2,"Military Forces of Nigeria (2015-)",,1,12,"Western Africa",Nigeria,Borno,Jere,,Tungushe,11.9621,13.1433,1,Telegram,"New media","On 25 October 2020, ISWAP militants attacked a Nigerian army barracks in Tungushe (Jere LGA, Borno), allegedly killing and wounding a number of soldiers. Unknown fatalities coded at 10.",10,1645032564,NGA
7258499,566,NIG18738,18738,"24 October 2020",2020,1,Riots,"Mob violence","Rioters (Nigeria)",,5,"Civilians (Nigeria)","Government of Nigeria (2015-)",7,57,"Western Africa",Nigeria,Plateau,"Jos North",,Jos,9.9285,8.8921,1,AFP,International,"On 24 October 2020, several thousand people ransacked and looted a government food warehouse in Jos town (Jos North, Plateau). [size=several thousand]",0,1603753024,NGA
7258627,566,NIG18742,18742,"24 October 2020",2020,1,Battles,"Armed clash","Niger Communal Militia (Nigeria)",,4,"Police Forces of Nigeria (2015-)","Mariga Communal Militia (Nigeria)",1,14,"Western Africa",Nigeria,Niger,Mariga,,Mariga,10.1337,6.0248,2,"Daily Independent (Nigeria)",National,"On 24 October 2020, a Niger communal militia invaded Hayin Beri village (Mariga LGA ,Niger) but were repelled by police operatives and local militiamen. One reported fatality.",1,1603753025,NGA
7258639,566,NIG18737,18737,"24 October 2020",2020,1,Riots,"Mob violence","Rioters (Nigeria)",,5,"Civilians (Nigeria)","Former Government of Nigeria (2015-)",7,57,"Western Africa",Nigeria,"Cross River","Calabar Municipal",,Calabar,4.9667,8.3333,1,"Daily Post (Nigeria)",National,"On 24 October 2020, rioters looted the house of a former APC senate leader and set it ablaze in Calabar town (Calabar-Municipal, Cross River). The reason behind the rioting was not reported. [size=no report]",0,1618496176,NGA
7258643,566,NIG18739,18739,"24 October 2020",2020,1,Riots,"Mob violence","Rioters (Nigeria)",,5,"Civilians (Nigeria)","Government of Nigeria (2015-)",7,57,"Western Africa",Nigeria,Kaduna,"Kaduna North",,Kaduna,10.5222,7.4383,1,"Daily Post (Nigeria)",National,"On 24 October 2020, local residents looted a government food and coronavirus palliatives warehouse in Kaduna town (Kaduna North, Kaduna). [size=no report]",0,1603753025,NGA
7258940,566,NIG18736,18736,"24 October 2020",2020,1,Riots,"Mob violence","Rioters (Nigeria)",,5,"Police Forces of Nigeria (2015-)",,1,15,"Western Africa",Nigeria,Edo,Oredo,,"Benin City",6.3351,5.6275,1,"Sahara Reporters",Regional,"On 24 October 2020, security operatives opened fire on residents looting a coronavirus palliatives warehouse in Benin city (Oredo, Edo). One girl was shot and wounded. [size=no report]",0,1603753027,NGA
7270617,566,NIG18755,18755,"24 October 2020",2020,1,Battles,"Armed clash","Kaduna Communal Militia (Nigeria)",,4,"Military Forces of Nigeria (2015-)",,1,14,"Western Africa",Nigeria,Kaduna,Giwa,,Giwa,11.2803,7.4173,2,"This Day (Nigeria); Daily Independent (Nigeria)",National,"On 24 October 2020, Nigerian Airforce and Army troops clashed with Kaduna communal militia in the Yadi and Kufai Shantu areas of Giwa LGA (Kaduna), killing scores of militiamen.",20,1604351342,NGA
7270903,566,NIG18754,18754,"24 October 2020",2020,1,"Violence against civilians",Attack,"Katsina Communal Militia (Nigeria)",,4,"Civilians (Nigeria)",,7,47,"Western Africa",Nigeria,Katsina,Faskari,,Faskari,11.7196,7.0272,2,"Inside Arewa (Nigeria)",National,"On 24 October 2020, suspected Katsina communal militia attacked Yantuwaru community (Faskari LGA, Katsina), killing one and kidnapping three residents. Unknown reason for attack.",1,1604351344,NGA
7780908,566,NIG18741,18741,"24 October 2020",2020,1,Battles,"Armed clash","Islamic State (West Africa) - Lake Chad Faction",,2,"Military Forces of Nigeria (2015-)",,1,12,"Western Africa",Nigeria,Borno,Abadan,,"Malam Fatori",13.6746,13.3395,1,"Twitter; CKN Nigeria","New media-National","On 24 October 2020, ISWAP attacked a Nigerian military base in Mallam Fatori (Abadam LGA, Borno), allegedly killing five soldiers. Military sources also report that two ISWAP fighters were neutralized and weapons and ammunition recovered.",7,1618496184,NGA
7782339,566,NIG18735,18735,"24 October 2020",2020,1,Battles,"Armed clash","Islamic State (West Africa) - Lake Chad Faction",,2,"Military Forces of Nigeria (2015-)","Police Forces of Nigeria (2015-)",1,12,"Western Africa",Nigeria,Yobe,Bursari,,Beddegana,12.4289,11.3511,1,"Daily Post (Nigeria)",National,"On 24 October 2020, suspected ISWAP gunmen attacked a military base in Beddegana town (Tarmua, Yobe). One police officer and six militants were killed.",7,1618496209,NGA
7783482,566,NIG18756,18756,"24 October 2020",2020,1,"Violence against civilians",Attack,"Islamic State (West Africa) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad",,2,"Civilians (Nigeria)","Farmers (Nigeria)",7,27,"Western Africa",Nigeria,Borno,Konduga,,Konduga,11.6558,13.4213,2,"Premium Times (Nigeria)",National,"On 24 October 2020, Boko Haram attacked farmers in the Moromti general area (Konduga LGA, Borno), killing six and abducting three. Unknown reason for attack",6,1617065407,NGA
7783645,566,NIG18740,18740,"24 October 2020",2020,2,Battles,"Armed clash","Islamic State (West Africa) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad",,2,"Military Forces of Nigeria (2015-)",,1,12,"Western Africa",Nigeria,Borno,Magumeri,,Magumeri,12.1131,12.8274,2,"Sahara Reporters",Regional,"Around 24 October 2020 (as reported), Boko Haram militants ambushed the Nigerian army on the road between Gubio and Magumeri town (Magumeri, Borno). At least seven soldiers were killed and others injured. Militants also seized weapons and ammunition.",7,1617065407,NGA
7258561,566,NIG18733,18733,"23 October 2020",2020,1,Riots,"Mob violence","Rioters (Nigeria)",,5,"Civilians (Nigeria)","Government of Nigeria (2015-)",7,57,"Western Africa",Nigeria,Osun,"Atakumosa West",,Osu,7.5854,4.6226,1,Blueprint,National,"On 23 October 2020, a mob of several thousand rioters looted a government food warehouse in Osu town (Atakumosa West, Osun), after claiming that the stock had been locked up, instead of being distributed to the community. [size=several thousand]",0,1603753025,NGA
7258710,566,NIG18730,18730,"23 October 2020",2020,1,Riots,"Mob violence","Rioters (Nigeria)",,5,"Police Forces of Nigeria (2015-)",,1,15,"Western Africa",Nigeria,Lagos,Eti-Osa,,Ikoyi,6.4561,3.4422,1,"Guardian (Nigeria)",Subnational,"On 23 October 2020, rioters set ablaze to Ikoyi prison and set more facilities belonging to the Nigeria police force on fire in Ojodu Berger, Ikotun and Onipanuareas of Lagos state (Lagos Island, Lagos). The reason for the violence was not reported. [size=no report]",0,1618496242,NGA
7258711,566,NIG18728,18728,"23 October 2020",2020,1,Riots,"Mob violence","Rioters (Nigeria)","Vigilante Group (Nigeria)",5,"Civilians (Nigeria)",,7,57,"Western Africa",Nigeria,"Cross River","Calabar Municipal",,Calabar,4.9667,8.3333,1,"Guardian (Nigeria)",National,"On 23 October 2020, a mob set a suspected robber ablaze in Calabar town (Calabar-Municipal, Cross River). The suspected robber was killed while attempting to break into a shop. [size=no report]",1,1618496243,NGA
7270609,566,NIG18734,18734,"23 October 2020",2020,1,Battles,"Armed clash","IPOB: Indigenous Peoples of Biafra",,2,"Police Forces of Nigeria (2015-)",,1,12,"Western Africa",Nigeria,Rivers,"Port Harcourt",,"Port Harcourt",4.7774,7.0134,2,"The Cable (Nigeria); Nigerian Eye",National,"On 23 October 2020, about 500 suspected members of the proscribed Indigenous People of Biafra (IPOB) invaded the Oyigbo Area Command, Oyigbo, Umuebulu and Afam Police Stations, setting them ablaze and damaging at least fifteen vehicles, including one APC (Port-Harcourt, Rivers). Two people were also killed.",2,1618496271,NGA
7270615,566,NIG18751,18751,"23 October 2020",2020,2,Battles,"Armed clash","IPOB: Indigenous Peoples of Biafra",,2,"Military Forces of Nigeria (2015-)",,1,12,"Western Africa",Nigeria,Rivers,Oyigbo,,Obigbo,4.8755,7.1488,2,"The Cable (Nigeria); Nigeria Punch",National,"Around 23 October 2020 (between 22-23 October), members of the proscribed Indigenous People of Biafra (IPOB) clashed with Nigerian military troops in Oyigbo LGA, Rivers. Five soldiers and four IPOB members were killed. Unknown reason for attack.",9,1604351342,NGA
7270616,566,NIG18752,18752,"23 October 2020",2020,1,"Violence against civilians",Attack,"Police Forces of Nigeria (2015-)",,1,"Civilians (Nigeria)","Journalists (Nigeria)",7,17,"Western Africa",Nigeria,Delta,Udu,,"Otor Udu",5.4527,5.8696,2,"Daily Independent (Nigeria); Vanguard (Nigeria)",National,"On 23 October 2020, Nigerian police forces attacked a journalist in Udu LGA, Delta over the enforcement of the state-wide curfew despite the journalist being on an official assignment. No reported fatalities.",0,1604351342,NGA
7782790,566,NIG18731,18731,"23 October 2020",2020,1,Battles,"Armed clash","Islamic State (West Africa) - Lake Chad Faction",,2,"Military Forces of Nigeria (2015-)",,1,12,"Western Africa",Nigeria,Borno,Kaga,,Ngamdu,11.7652,12.2605,1,HumAngle,National,"On 23 October 2020, ISWAP militants attacked the Army Super Camp in Ngamdu (Kaga LGA, Borno) but were repelled by Nigerian troops. No reported fatalities.",0,1617065405,NGA
7784187,566,NIG18729,18729,"23 October 2020",2020,1,Battles,"Armed clash","Islamic State (West Africa) - Lake Chad Faction",,2,"Military Forces of Nigeria (2015-)",,1,12,"Western Africa",Nigeria,Borno,Damboa,,Doksa,11.1521,12.1556,1,"The Cable (Nigeria)",National,"On 23 October 2020, Boko Haram militants (assumed ISWAP) attacked Nigerian army base in Doksa village (Damboa, Borno). At least seven soldiers were killed in the attack.",7,1617065408,NGA
7810245,566,NIG18732,18732,"23 October 2020",2020,2,Riots,"Violent demonstration","Rioters (Nigeria)",#EndSARS,5,"Police Forces of Nigeria (2015-)",,1,15,"Western Africa",Nigeria,Anambra,"Idemili North",,Ogidi,6.1518,6.8655,1,"Daily Independent (Nigeria)",National,"Around 23 October 2020, #EndSARS demonstrators clashed with police operatives at Ogidi Police Station in Ogidi (Idemili North LGA, Anambra) over the death of two demonstrators when they attempted to burn the police station. Rioters beheaded a policeman in retaliation and burned the Council Headquarters and the High Court in Ogidi. [size=no report]",3,1618268924,NGA
8682406,566,NIG18753,18753,"23 October 2020",2020,1,"Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)","Women (Nigeria)",7,37,"Western Africa",Nigeria,Kano,Rogo,,"Rogo Sabon Gari",11.5464,7.8374,2,"Daily Independent (Nigeria)",National,"On 23 October 2020, unidentified gunmen abducted the wife of the village head of Tsara in Rogo LGA (Kano). Reason for abduction unknown. [women targeted: relatives of targeted groups or persons]",0,1638981219,NGA
7258644,566,NIG18725,18725,"22 October 2020",2020,1,Riots,"Violent demonstration","Rioters (Nigeria)",#EndSARS,5,"Civilians (Nigeria)","Government of Nigeria (2015-)",7,57,"Western Africa",Nigeria,Imo,Orlu,,Orlu,5.7946,7.035,1,"Daily Post (Nigeria)",National,"On 22 October 2020, #EndSARS demonstrators burned the council headquarters in Orlu (Orlu LGA, Imo). Unknown reason for attack. [size=no report]",0,1603753025,NGA
7258941,566,NIG18718,18718,"22 October 2020",2020,1,Riots,"Mob violence","Rioters (Nigeria)",,5,"Police Forces of Nigeria (2015-)",,1,15,"Western Africa",Nigeria,Ondo,"Akure South",,Akure,7.2526,5.1931,1,"Sahara Reporters",Regional,"On 22 October 2020, a mob set fire to a warehouse containing undistributed coronavirus palliatives in Akure town (Akure South, Ondo). The police officers shot and killed two rioters. [size=no report]",2,1603753027,NGA
7258970,566,NIG18724,18724,"22 October 2020",2020,1,"Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)","Teachers (Nigeria)",7,37,"Western Africa",Nigeria,Ondo,Okitipupa,,Okitipupa,6.5048,4.7839,1,"Sun (Nigeria)",National,"On 22 October 2020, gunmen abducted the vice principal of Idepe High School, Idepe in Okitipupa town (Okitipupa, Ondo). The victim was abducted at her shop at Apata/Iretolu junction in Okitipupa.",0,1603753027,NGA
